id,bad,wealth,max_unpay_day,score,age,period,education
943,1,3,,322,26,10,4
944,0,3,,261,30,,
945,0,6,,349,24,6,3
946,0,3,,321,34,6,4
947,0,3,,283,23,6,2
948,0,6,,279,25,6,4
949,0,7,,374,26,6,
950,0,2,,287,36,6,4
951,0,4,,317,25,,4
952,0,8,,354,30,6,4
953,0,4,,315,28,,4
954,0,5,,317,24,6,4
955,0,2,208,256,22,6,3
956,0,,,0,29,10,4
957,0,9,,404,26,10,4
958,0,5,,301,26,6,4
959,0,6,,349,23,6,2
960,1,5,193,226,24,10,3
961,0,4,,278,24,6,4
962,0,2,,284,24,10,2
963,0,5,,272,24,6,4
964,0,4,200,243,21,6,2
965,0,4,,245,25,10,2
966,0,5,,275,31,10,
967,0,,,205,23,10,
968,1,3,,322,27,6,4
969,1,4,,232,23,6,2
970,0,6,,336,31,6,2
971,0,3,,301,27,4,4
972,0,5,,314,25,6,2
973,0,5,,344,26,4,4
974,0,5,,362,22,6,3
975,0,10,,254,21,6,3
976,0,7,201,228,23,10,2
977,0,4,,335,26,6,3
978,0,5,,354,25,6,4
979,0,4,,311,21,6,
980,0,5,,353,26,6,5
981,0,8,,327,27,6,5
982,0,4,,317,37,6,4
983,0,4,,331,29,6,5
984,0,6,,304,23,10,2
985,0,5,,302,22,6,2
986,0,8,,337,27,6,
987,0,6,171,280,28,,3
988,0,10,,354,25,6,
989,0,4,,279,31,6,4
990,0,3,,239,33,,4
991,0,4,,295,30,6,4
992,0,3,,322,24,6,4
993,1,6,171,294,31,4,4
994,0,5,,252,29,,4
995,0,4,,320,23,6,3
996,0,4,,333,36,6,4
997,0,5,,332,30,10,4
998,0,4,,333,25,6,4
999,0,6,,335,23,6,4
1000,0,1,,205,21,10,2
1001,1,3,,265,23,6,3
1002,0,4,,300,30,,4
1003,0,3,171,307,26,6,2
1004,0,10,171,370,28,4,2
1005,0,5,,328,27,10,4
1006,0,3,,213,29,6,3
1007,0,2,,0,25,6,1
1008,0,6,,321,36,,4
1009,0,3,,218,23,6,2
1010,0,6,,286,31,,4
1011,0,6,,326,36,6,
1012,0,5,,298,30,10,4
1013,0,5,,219,41,,
1014,0,7,,383,27,10,4
1015,0,7,,0,37,,4
1016,0,4,,328,33,6,4
1017,0,7,171,235,25,6,4
1018,0,5,,285,26,,4
1019,0,4,,326,26,10,4
1020,0,,,0,39,4,4
1021,0,3,,368,30,8,4
1022,0,5,,364,25,6,4
1023,1,4,,211,24,6,
1024,0,4,,237,24,6,2
1025,0,4,,285,33,,4
1026,0,7,,254,21,6,
1027,0,7,,385,32,10,3
1028,0,7,,410,25,6,
1029,0,2,204,233,26,10,2
1030,0,6,,262,25,10,4
1031,0,5,,389,28,6,2
1032,0,8,,309,28,10,4
1033,0,5,,357,29,6,2
1034,0,5,,302,28,,4
1035,0,4,,308,29,10,4
1036,0,4,,279,29,6,4
1037,0,5,,240,29,6,3
1038,0,5,,313,29,10,4
1039,0,4,,372,34,,4
1040,0,8,,375,25,10,4
1041,0,4,,383,31,10,4
1042,0,5,,324,23,6,2
1043,0,3,,291,24,6,3
1044,1,10,,345,25,10,
1045,0,7,,318,29,6,4
1046,0,4,,368,34,6,4
1047,0,2,,260,24,10,2
1048,0,3,,258,33,6,4
1049,0,3,,277,24,10,3
1050,0,4,,349,24,6,4
1051,0,4,,301,24,6,4
1052,0,1,,200,25,6,4
1053,0,5,,226,29,,2
1054,0,4,,270,22,6,2
1055,0,6,,275,22,6,
1056,1,6,200,218,23,6,2
1057,0,6,,375,27,10,4
1058,0,2,,240,27,10,
1059,0,6,,359,23,6,
1060,0,4,,0,24,6,
1061,0,5,,292,24,6,2
1062,0,6,,304,27,6,1
1063,0,3,,340,27,10,2
1064,0,4,,314,26,6,4
1065,0,3,,275,40,,4
1066,0,4,,301,25,6,4
1067,0,7,,372,23,6,4
1068,1,3,188,214,23,10,2
1069,0,5,,354,24,6,4
1070,0,3,,281,24,6,2
1071,0,7,,453,29,10,4
1072,0,4,,319,26,10,4
1073,0,3,,325,31,6,3
1074,0,6,,369,30,6,
1075,0,4,,300,24,10,4
1076,0,5,,301,28,6,4
1077,0,7,,393,28,6,
1078,0,7,,301,38,6,4
1079,0,8,,242,26,8,2
1080,0,4,,286,24,6,4
1081,0,3,,233,23,6,
1082,0,6,,299,28,6,2
1083,0,4,,305,34,,2
1084,1,3,,275,24,6,4
1085,0,4,,319,26,,4
1086,0,5,204,235,25,10,4
1087,0,8,,315,40,,4
1088,0,4,,333,26,6,4
1089,0,5,,238,27,,4
1090,0,5,,304,24,6,
1091,0,5,,0,28,10,
1092,0,4,,321,25,10,3
1093,1,2,,243,25,10,3
1094,0,5,,304,23,10,4
1095,0,2,,0,24,6,2
1096,0,5,,291,23,6,2
1097,0,6,,346,28,10,4
1098,0,3,,235,22,6,
1099,0,5,,306,30,6,
1100,0,3,,298,30,6,3
1101,0,3,,301,27,10,4
1102,0,5,,380,31,10,4
1103,0,5,,281,34,,4
1104,1,,200,197,22,6,3
1105,0,3,,349,27,10,
1106,0,4,,329,29,4,4
1107,0,3,,229,27,,2
1108,0,4,,343,23,,4
1109,0,4,,333,24,6,4
1110,0,10,,413,27,6,2
1111,0,6,,364,28,10,4
1112,0,3,,293,29,4,4
1113,0,3,,227,26,6,4
1114,0,4,,285,22,6,2
1115,0,6,,299,26,10,4
1116,0,4,,339,34,10,4
1117,0,5,,308,36,,5
1118,0,2,,216,23,10,2
1119,0,4,,344,25,6,5
1120,0,4,,304,24,6,2
1121,0,4,,305,21,6,4
1122,0,2,,197,22,6,
1123,0,4,,214,25,8,
1124,0,2,,251,22,6,
1125,0,12,,271,20,,3
1126,0,3,,362,30,6,4
1127,0,3,,320,25,6,
1128,0,1,193,215,25,10,2
1129,0,4,,308,23,6,1
1130,0,5,,332,30,6,5
1131,0,2,208,215,25,10,1
1132,0,9,,368,29,6,4
1133,0,4,,312,30,6,2
1134,0,9,,364,25,6,
1135,1,4,,290,27,4,4
1136,0,4,,281,23,6,3
1137,1,5,,271,22,6,2
1138,0,4,,311,30,10,1
1139,0,5,,272,25,10,
1140,0,3,,281,36,6,2
1141,0,7,,252,28,6,4
1142,0,6,,312,26,6,4
1143,0,5,,279,24,6,1
1144,0,1,,196,21,6,1
1145,0,3,,369,27,6,4
1146,0,3,,200,24,6,2
1147,0,2,171,200,21,6,2
1148,0,5,,337,23,6,4
1149,0,5,,322,30,4,4
1150,0,3,,240,22,6,2
1151,0,4,,350,26,6,2
1152,0,6,,313,25,10,2
1153,0,3,,301,30,6,4
1154,0,3,,235,31,,4
1155,0,3,,0,25,6,4
1156,0,5,,307,42,,4
1157,0,6,171,277,24,6,2
1158,0,3,,319,27,6,1
1159,0,8,,310,27,6,
1160,0,4,,247,25,10,2
1161,0,3,,255,32,6,3
1162,0,5,,298,38,,2
1163,0,3,,290,27,6,
1164,0,1,,230,27,6,3
1165,1,7,,283,24,6,
1166,0,1,,234,23,6,4
1167,0,2,,279,29,,4
1168,0,3,,285,32,6,4
1169,0,5,,286,31,,2
1170,0,3,,326,23,6,3
1171,0,9,,246,41,,2
1172,0,5,,280,29,6,2
1173,0,4,,345,26,6,4
1174,0,8,,420,27,10,3
1175,0,5,200,262,27,6,2
1176,1,6,,279,24,6,3
1177,0,5,,362,29,4,4
1178,0,4,,315,34,6,
1179,0,5,,334,33,,3
1180,0,2,,306,31,6,4
1181,0,5,,276,27,10,3
1182,0,7,,230,28,6,4
1183,0,8,,401,27,6,
1184,0,4,,369,26,6,4
1185,0,6,,411,23,6,3
1186,0,4,,227,31,10,2
1187,0,3,,312,25,6,5
1188,0,3,,318,26,6,4
1189,0,6,,346,30,10,4
1190,0,3,,264,30,,3
1191,0,6,,396,33,6,
1192,0,7,,337,23,6,3
1193,1,6,,193,21,6,2
1194,0,4,,328,24,,3
1195,0,4,,313,32,10,4
1196,0,8,,243,26,6,4
1197,0,5,,354,25,6,1
1198,0,4,,304,24,6,2
1199,0,6,,273,24,,4
1200,0,4,,323,30,,3
1201,0,3,,254,23,6,1
1202,0,3,,257,22,6,3
1203,0,4,,326,22,6,2
1204,0,4,,395,31,8,4
1205,0,2,,307,30,6,4
1206,0,2,,235,22,6,2
1207,0,4,,351,31,4,4
1208,0,10,,342,27,10,
1209,0,3,,378,29,10,4
1210,0,8,,326,28,8,4
1211,0,3,,322,25,6,3
1212,0,1,,196,23,6,1
1213,0,8,,269,41,,3
1214,0,4,,290,27,6,4
1215,0,3,,287,25,6,4
1216,0,5,,335,30,6,4
1217,0,6,,337,22,6,2
1218,0,4,,334,30,6,5
1219,0,4,171,253,21,6,3
1220,0,3,,253,32,6,4
1221,1,11,,0,21,6,
1222,1,1,,216,22,10,1
1223,1,5,,300,25,10,5
1224,0,4,,357,29,6,4
1225,0,4,,253,22,6,
1226,1,4,201,235,36,,4
1227,0,9,,317,30,,3
1228,0,9,,263,31,6,2
1229,0,4,,286,23,6,2
1230,0,4,,328,30,6,4
1231,1,6,,224,22,6,
1232,0,7,,317,29,6,4
1233,1,3,201,223,33,,4
1234,0,4,,268,26,10,4
1235,0,4,,333,35,6,3
1236,0,3,,252,25,6,4
1237,0,6,,256,27,,4
1238,0,4,,291,25,,4
1239,0,7,,401,28,6,3
1240,0,5,,359,25,10,4
1241,1,5,201,234,34,,2
1242,0,6,,271,22,6,1
1243,0,5,,285,22,6,4
1244,0,4,,373,29,10,4
1245,0,8,,325,28,6,4
1246,1,1,201,214,21,6,2
1247,0,3,,355,27,6,4
1248,0,2,,197,22,6,4
1249,0,7,,264,23,6,2
1250,0,4,171,360,32,8,2
1251,0,,171,193,22,6,2
1252,0,6,,336,26,10,4
1253,0,4,,364,24,6,1
1254,0,4,188,230,22,10,3
1255,0,4,,300,24,6,4
1256,0,4,,266,33,,4
1257,0,3,,335,24,6,2
1258,0,5,,284,31,,4
1259,0,4,,289,24,,2
1260,1,5,184,250,32,,2
1261,0,5,,288,22,6,2
1262,0,7,,262,22,6,2
1263,0,4,,323,30,6,5
1264,0,8,,317,22,6,2
1265,0,3,,285,28,6,4
1266,0,4,,258,26,10,3
1267,0,7,,357,25,6,3
1268,0,6,,363,29,6,4
1269,0,6,,327,32,,4
1270,0,4,,265,33,,1
1271,0,3,,314,24,6,2
1272,0,4,,344,25,10,4
1273,0,5,,296,32,4,5
1274,0,9,,276,24,6,
1275,0,6,,338,27,6,4
1276,0,6,,334,31,6,4
1277,0,5,,279,22,6,2
1278,0,7,,383,47,,4
1279,1,14,,346,25,10,4
1280,0,3,,305,30,6,4
1281,0,8,,277,30,6,
1282,1,7,184,205,25,10,4
1283,0,5,,387,25,6,4
1284,0,3,,210,23,6,2
1285,0,2,,218,23,10,
1286,0,6,,331,29,10,4
1287,0,2,,268,24,10,2
1288,0,6,,323,42,8,4
1289,0,3,,305,32,,4
1290,0,6,,330,38,,4
1291,0,2,,318,25,10,4
1292,0,8,,309,24,6,4
1293,0,3,,336,25,6,
1294,0,7,,345,22,6,
1295,0,8,,406,25,10,2
1296,0,7,,358,34,6,
1297,1,4,,303,37,,4
1298,0,4,,326,26,6,4
1299,0,6,,324,27,8,4
1300,1,3,,287,30,,4
1301,0,5,,208,28,6,4
1302,0,4,,349,30,6,4
1303,0,7,,252,36,10,3
1304,0,3,,349,27,10,4
1305,0,5,,305,24,6,2
1306,0,8,,270,29,10,2
1307,0,4,,288,27,6,4
1308,0,2,,210,28,6,
1309,0,2,193,227,27,10,2
1310,1,7,,338,26,10,4
1311,0,15,,272,22,,3
1312,0,3,,294,27,,4
1313,0,4,,364,25,6,3
1314,0,5,,334,23,6,4
1315,0,4,193,234,24,10,2
1316,0,6,,382,38,,4
1317,1,5,171,238,22,6,2
1318,0,4,,344,47,4,
1319,0,5,,381,43,,4
1320,0,5,,403,27,4,4
1321,0,4,,228,36,10,
1322,0,11,,238,23,10,
1323,0,5,,320,27,10,4
1324,0,5,,353,28,6,2
1325,0,5,,295,28,10,4
1326,0,3,,282,26,6,4
1327,0,4,,295,24,10,3
1328,0,6,,373,25,10,3
1329,0,6,184,228,23,6,2
1330,0,10,,272,29,6,3
1331,0,2,,291,28,6,4
1332,0,6,,279,28,6,2
1333,0,8,,294,24,6,4
1334,0,4,,326,23,6,2
1335,0,3,171,231,21,6,3
1336,0,4,,306,24,6,2
1337,0,6,,315,26,6,3
1338,0,1,,193,30,6,2
1339,0,5,,358,30,6,4
1340,0,3,,293,25,10,4
1341,0,5,,303,31,6,
1342,0,2,,242,29,,4
1343,0,7,,355,25,10,
1344,0,4,,304,24,8,4
1345,0,4,,313,28,6,4
1346,0,3,,320,24,6,4
1347,0,4,,259,23,4,3
1348,0,5,,356,26,10,3
1349,0,4,,268,30,10,2
1350,0,4,,299,32,4,4
1351,0,7,,274,24,,3
1352,0,4,,333,36,8,4
1353,0,4,208,210,29,6,
1354,0,5,,349,24,8,
1355,0,4,,253,26,6,2
1356,0,5,,303,27,10,4
1357,0,5,,306,27,6,2
1358,0,4,,332,42,,5
1359,0,6,,362,24,6,2
1360,0,5,,303,42,,4
1361,0,5,,378,39,,4
1362,0,4,171,298,21,6,3
1363,0,3,,318,25,6,4
1364,0,5,,324,29,6,4
1365,0,3,,276,29,10,4
1366,0,5,,264,23,10,2
1367,0,5,,285,29,10,2
1368,0,2,,268,23,,3
1369,0,6,,362,22,6,2
1370,0,4,,348,24,6,3
1371,0,5,,241,29,10,2
1372,0,8,,311,38,,4
1373,0,4,,0,21,6,3
1374,0,4,,284,27,10,4
1375,0,2,,252,28,10,3
1376,0,5,,363,28,4,4
1377,0,4,,281,31,6,4
1378,0,6,,334,26,6,2
1379,0,3,,223,43,8,3
1380,0,3,,276,30,,5
1381,0,6,,303,33,6,
1382,0,5,,337,25,,4
1383,0,3,,294,27,6,4
1384,0,5,,326,27,8,4
1385,0,9,,263,22,6,2
1386,0,3,,251,22,6,4
1387,0,3,,291,33,4,2
1388,0,5,,339,26,6,
1389,0,5,,328,29,,4
1390,0,3,,224,35,10,
1391,0,4,,383,24,10,2
1392,0,4,,325,27,10,4
1393,1,3,,311,26,6,4
1394,0,2,,214,27,6,2
1395,0,5,,288,27,6,
1396,0,2,,288,21,10,1
1397,0,5,,294,25,6,2
1398,0,4,,345,30,6,4
1399,0,4,,304,33,,3
1400,0,4,,315,23,10,4
1401,0,5,,193,22,6,2
1402,0,6,,317,24,6,
1403,0,4,,375,32,,4
1404,0,5,,298,33,,5
1405,0,7,,351,26,6,4
1406,0,6,,261,37,,
1407,0,4,,378,27,10,4
1408,0,5,,285,21,10,4
1409,0,5,,325,30,,
1410,0,5,,396,30,6,4
1411,1,3,204,245,26,10,2
1412,0,5,,363,28,8,4
1413,1,9,200,245,24,10,2
1414,0,4,,314,27,6,5
1415,0,4,,257,22,6,2
1416,0,4,,336,33,10,4
1417,0,5,,379,28,4,4
1418,0,1,,204,31,6,4
1419,0,5,,263,34,10,
1420,0,4,,344,27,,4
1421,0,5,,311,24,10,4
1422,0,3,,310,35,4,4
1423,0,7,171,194,27,6,
1424,0,3,,195,29,,
1425,0,3,,274,26,10,4
1426,0,5,,329,30,6,2
1427,0,3,,317,24,6,2
1428,0,5,,292,27,10,3
1429,0,8,,287,27,10,2
1430,0,,,0,42,,
1431,0,4,,323,37,,4
1432,1,4,171,324,24,10,3
1433,0,6,,295,23,6,
1434,0,6,,357,33,6,3
1435,1,1,,215,22,6,2
1436,0,5,,399,28,10,4
1437,0,3,,321,27,6,4
1438,0,7,,252,22,6,
1439,0,4,,278,30,,5
1440,0,3,,312,36,4,4
1441,0,5,,330,28,4,2
1442,0,3,,308,21,6,2
1443,0,7,,0,28,6,4
1444,0,6,,373,30,10,4
1445,0,5,188,231,22,6,2
1446,0,3,,335,31,6,4
1447,0,5,,356,25,6,
1448,0,3,,288,27,6,4
1449,0,6,,246,23,6,4
1450,0,5,,300,23,6,
1451,0,5,,334,31,6,4
1452,0,3,,307,29,10,4
1453,0,3,,349,31,6,4
1454,0,3,,331,34,6,4
1455,0,7,,327,46,8,2
1456,0,,,0,49,,5
1457,0,3,,278,22,6,2
1458,1,4,,232,26,6,4
1459,0,4,,280,30,,4
1460,0,3,,310,29,8,4
1461,0,6,,308,25,6,4
1462,1,3,,234,22,6,2
1463,0,3,,272,23,6,
1464,0,6,171,296,26,10,2
1465,0,4,,305,24,6,3
1466,0,3,,305,26,10,3
1467,0,13,,196,22,6,1
1468,0,4,,337,27,10,4
1469,0,5,,204,29,6,2
1470,0,3,,369,30,10,3
1471,0,6,,273,27,,4
1472,0,6,,367,30,6,2
1473,0,,,188,26,,
1474,1,2,,236,36,,
1475,0,5,,277,29,6,4
1476,0,4,,314,25,6,2
1477,0,6,,308,30,6,4
1478,0,3,,275,32,6,4
1479,0,5,,358,27,6,4
1480,0,4,,295,26,,
1481,1,1,,207,32,10,
1482,0,3,,224,34,10,
1483,0,5,,286,22,6,2
1484,1,,188,0,23,10,2
1485,0,5,,186,30,,
1486,0,6,,345,27,10,5
1487,0,5,,337,23,6,1
1488,0,3,,267,31,4,4
1489,0,6,171,301,24,6,2
1490,0,3,,317,27,6,4
1491,0,4,,336,33,6,
1492,1,5,,294,23,6,
1493,0,,,197,22,6,4
1494,0,6,208,225,30,6,2
1495,0,4,,374,31,6,4
1496,0,6,,222,22,6,
1497,0,3,,275,25,6,2
1498,0,3,,358,35,10,4
1499,0,4,,210,22,6,
1500,0,3,,323,34,10,5
1501,1,4,,315,23,6,3
1502,0,4,,320,25,6,2
1503,1,2,200,0,21,10,2
1504,1,,,198,32,6,
1505,0,6,,291,30,,4
1506,0,5,,370,40,,4
1507,0,6,,265,23,6,
1508,0,5,,287,23,6,
1509,0,5,,288,34,,4
1510,0,2,,205,25,10,4
1511,0,7,,340,31,10,2
1512,0,4,,325,25,6,
1513,0,3,,273,28,10,4
1514,0,,,251,24,10,1
1515,0,5,,321,40,,
1516,0,4,,338,30,6,4
1517,0,7,,315,27,10,4
1518,0,4,,421,26,10,4
1519,0,7,,324,24,10,2
1520,0,4,,323,42,,4
1521,0,22,,329,31,4,
1522,0,4,,208,25,6,4
1523,0,3,,290,30,,4
1524,0,5,,312,24,6,4
1525,0,6,,343,26,10,3
1526,0,5,,263,24,10,2
1527,0,3,,283,23,10,2
1528,0,3,,270,27,4,4
1529,0,4,,395,26,6,2
1530,0,2,,295,24,10,2
1531,0,1,,224,23,6,
1532,1,6,,308,23,6,
1533,0,5,,335,25,6,
1534,0,8,,244,29,10,
1535,0,4,,327,28,4,4
1536,0,3,,270,24,6,1
1537,0,7,,347,33,,4
1538,0,1,,221,25,6,4
1539,0,3,,290,22,6,2
1540,0,3,,349,29,6,2
1541,0,2,208,207,24,10,3
1542,0,4,,374,25,6,
1543,0,15,,343,27,10,3
1544,0,4,,236,23,6,3
1545,0,4,,375,27,6,2
1546,0,1,204,243,21,10,4
1547,0,4,,318,30,10,3
1548,0,8,,414,33,8,4
1549,0,4,,246,25,10,
1550,0,4,,331,24,6,2
1551,0,2,,193,22,6,3
1552,0,5,,368,28,6,4
1553,0,3,,293,31,6,4
1554,0,5,,223,22,10,2
1555,0,4,,335,28,6,2
1556,1,3,188,234,24,10,3
1557,0,4,,211,23,6,4
1558,0,3,,281,35,10,2
1559,1,4,,247,23,6,
1560,0,5,,300,34,6,4
1561,0,4,,287,26,6,2
1562,0,5,,384,28,,3
1563,0,5,,308,23,6,3
1564,0,3,,289,30,10,4
1565,0,4,,263,25,,4
1566,0,4,,205,23,10,1
1567,0,3,,388,28,10,4
1568,0,3,,373,28,10,4
1569,0,2,,219,26,6,3
1570,0,3,,269,36,6,5
1571,0,2,,193,27,6,3
1572,0,6,,0,29,6,3
1573,0,5,,293,28,10,4
1574,0,4,171,321,25,6,2
1575,1,4,,266,22,10,
1576,0,9,,316,27,10,4
1577,0,5,,317,25,6,
1578,0,3,204,215,22,6,
1579,0,3,,268,33,,4
1580,0,5,,335,31,6,
1581,0,4,,328,24,6,2
1582,0,2,,256,30,6,4
1583,0,3,,311,27,6,4
1584,0,2,,350,24,10,4
1585,0,4,,288,31,,4
1586,0,5,,280,22,6,
1587,0,6,,316,31,10,4
1588,0,6,,338,30,6,4
1589,0,5,,304,23,6,
1590,0,4,,338,40,,4
1591,0,5,,318,26,,4
1592,0,,,0,32,6,4
1593,0,9,,272,28,,2
1594,0,5,,334,26,10,3
1595,0,5,,315,23,6,4
1596,0,5,,299,39,,4
1597,0,2,,259,22,6,1
1598,0,5,,300,33,,
1599,0,5,,318,24,10,4
1600,0,2,171,280,25,6,2
1601,0,3,171,309,30,4,3
1602,1,4,208,260,35,8,
1603,0,7,,318,28,6,
1604,0,4,,244,21,6,4
1605,0,7,,0,33,10,4
1606,0,8,,332,24,10,
1607,0,5,,338,46,10,4
1608,0,5,,200,21,4,
1609,0,4,,373,30,6,4
1610,0,,193,205,24,10,2
1611,0,3,,319,28,10,4
1612,1,6,,296,33,,4
1613,0,3,184,259,27,10,2
1614,0,5,,350,24,10,
1615,0,4,,308,30,6,4
1616,0,5,,378,31,6,4
1617,0,4,201,241,24,10,2
1618,0,4,,254,31,6,4
1619,0,8,,312,23,10,
1620,1,6,,293,29,10,
1621,0,8,,239,24,6,3
1622,0,6,,372,24,6,4
1623,0,8,,328,24,6,2
1624,0,6,,276,25,10,
1625,0,3,,310,25,10,2
1626,0,4,,362,27,10,4
1627,0,3,,286,24,6,2
1628,0,5,,280,26,10,4
1629,0,3,,303,37,,5
1630,0,6,,313,23,6,2
1631,0,4,,314,22,6,
1632,0,10,,313,26,6,4
1633,0,6,,333,27,10,4
1634,0,4,,358,28,10,
1635,0,4,,255,24,6,
1636,1,3,,296,27,10,2
1637,0,,,205,21,10,
1638,0,4,,318,23,6,3
1639,1,2,,0,23,10,3
1640,0,6,,306,28,6,2
1641,0,4,,356,27,6,4
1642,0,3,,305,28,6,4
1643,0,4,171,307,24,6,
1644,1,7,,274,25,,4
1645,0,4,,336,26,,4
1646,0,3,,282,27,10,4
1647,1,4,,327,28,10,2
1648,0,3,,252,22,6,2
1649,0,5,,391,29,10,4
1650,0,6,,389,31,8,4
1651,0,8,,318,23,6,
1652,0,5,,329,28,,4
1653,0,6,,309,23,6,
1654,0,4,184,213,27,10,2
1655,0,2,,275,29,10,2
1656,0,4,,264,39,,5
1657,0,3,,282,35,10,5
1658,0,11,188,237,27,10,
1659,0,5,,300,29,6,
1660,0,5,,269,24,10,2
1661,0,5,,292,30,,4
1662,0,5,,301,25,10,
1663,0,5,,257,25,10,2
1664,0,4,,350,26,,4
1665,0,6,,395,26,6,
1666,0,5,,267,27,6,4
1667,0,4,,303,23,10,4
1668,0,4,,397,31,10,4
1669,0,8,,288,25,6,4
1670,0,4,,350,29,6,3
1671,0,4,,346,31,10,4
1672,0,2,,238,27,10,2
1673,0,3,,309,28,10,4
1674,0,4,,313,25,10,4
1675,0,3,,304,25,6,4
1676,0,3,,312,30,6,4
1677,0,4,,234,24,,
1678,0,3,,292,37,,4
1679,0,5,,318,28,6,4
1680,0,9,,378,23,6,2
1681,0,4,,337,26,10,
1682,0,3,,230,22,6,2
1683,0,3,,268,32,10,4
1684,0,4,,360,24,10,4
1685,0,7,,330,25,6,2
1686,0,4,,370,28,6,4
1687,0,6,,339,23,6,
1688,0,3,,291,23,6,
1689,0,4,,273,23,6,4
1690,0,15,,285,26,6,2
1691,0,4,,302,25,6,4
1692,0,3,,336,27,,4
1693,0,5,,366,22,10,
1694,0,4,,264,32,,2
1695,0,3,188,230,26,6,2
1696,0,3,,373,26,10,4
1697,0,4,171,318,30,6,2
1698,0,4,,304,24,10,4
1699,0,4,,389,29,6,3
1700,0,3,,341,32,6,2
1701,0,4,,338,23,6,4
1702,0,4,,342,24,6,3
1703,0,4,,266,24,6,2
1704,0,3,,207,22,10,2
1705,0,4,,253,34,,4
1706,0,4,,391,24,6,2
1707,0,5,,371,27,6,1
1708,0,5,,328,25,6,
1709,0,3,,284,29,6,4
1710,0,4,,352,36,8,3
1711,0,4,,290,24,6,2
1712,0,3,,248,33,,4
1713,0,5,,306,27,6,4
1714,0,3,,288,30,6,4
1715,0,4,,306,30,6,3
1716,0,3,,308,28,,4
1717,0,3,,304,32,6,4
1718,0,2,201,219,23,10,2
1719,0,7,,288,28,6,4
1720,0,3,,316,26,6,4
1721,0,4,,375,31,10,4
1722,0,4,,309,23,6,
1723,0,4,,345,51,,4
1724,0,3,,311,23,6,2
1725,0,5,,329,31,,4
1726,0,3,,231,35,,3
1727,1,4,,282,30,10,3
1728,0,2,,256,31,6,4
1729,0,4,,330,22,6,3
1730,0,2,,224,23,10,3
1731,0,7,,398,26,10,5
1732,0,6,,432,26,4,4
1733,0,1,,193,22,6,1
1734,0,3,201,223,24,10,
1735,0,4,,326,33,4,4
1736,0,6,,340,22,6,
1737,0,,,199,30,6,5
1738,0,2,,310,28,10,4
1739,0,6,,262,27,6,4
1740,0,4,,286,23,6,4
1741,0,5,,390,32,6,4
1742,0,4,,304,28,6,
1743,0,7,,345,25,6,2
1744,0,3,,267,25,10,2
1745,0,4,,258,32,6,3
1746,0,6,,239,43,,4
1747,0,5,,287,23,6,2
1748,0,5,,344,31,4,4
1749,0,3,,275,32,10,4
1750,0,9,,326,24,6,2
1751,0,3,,375,27,10,4
1752,0,4,,318,36,,4
1753,0,2,,249,31,6,3
1754,0,4,188,238,22,10,4
1755,0,5,,358,24,6,4
1756,1,5,208,283,30,8,
1757,0,5,,351,30,10,4
1758,0,4,,330,24,6,3
1759,0,3,,314,30,6,4
1760,0,2,,273,23,10,
1761,0,,193,212,25,10,2
1762,0,7,,343,25,6,2
1763,0,4,,355,26,10,4
1764,0,3,,222,21,6,3
1765,0,4,,299,30,,4
1766,1,5,,288,26,4,4
1767,0,4,,296,33,,4
1768,0,5,,319,50,,4
1769,0,6,,283,28,6,2
1770,0,5,,283,30,,4
1771,0,5,,373,23,6,
1772,0,4,,346,21,6,2
1773,0,5,,281,35,4,4
1774,0,6,171,356,35,6,3
1775,1,6,,260,24,6,1
1776,0,4,,328,31,6,4
1777,0,3,,311,27,6,3
1778,0,4,,308,30,8,4
1779,0,4,,366,26,10,4
1780,1,3,,284,25,8,3
1781,1,2,,229,22,6,2
1782,0,5,,407,30,6,4
1783,1,5,,298,25,,4
1784,1,7,,322,25,10,4
1785,0,4,,322,28,10,4
1786,0,3,,323,29,10,
1787,0,2,,276,33,10,3
1788,0,10,,309,25,6,2
1789,0,4,,278,22,6,3
1790,1,6,,199,24,6,2
1791,0,4,,377,26,6,1
1792,0,3,,297,22,6,2
1793,1,7,171,239,21,6,2
1794,0,3,,259,30,,4
1795,0,3,,305,32,6,4
1796,0,9,,227,24,6,2
1797,0,5,,250,24,6,
1798,0,4,,322,42,4,4
1799,0,3,,339,34,6,4
1800,0,5,,331,27,6,2
1801,0,5,,367,28,6,4
1802,0,4,,394,28,6,
1803,0,5,,321,25,,5
1804,0,3,,307,31,4,4
1805,0,5,,280,40,4,4
1806,1,5,208,225,39,,2
1807,0,2,,260,32,6,2
1808,0,3,,291,30,4,4
1809,0,4,,312,27,4,4
1810,0,3,,260,29,,4
1811,0,4,171,307,22,6,3
1812,0,3,,317,29,10,4
1813,0,1,193,205,22,10,2
1814,0,3,,322,29,6,4
1815,0,4,,366,26,6,
1816,0,5,,298,22,6,2
1817,0,5,,220,27,10,4
1818,0,8,,336,27,10,4
1819,0,3,,308,28,6,3
1820,0,8,,303,23,10,4
1821,0,3,,365,28,4,4
1822,0,4,,375,31,6,4
1823,0,6,,399,31,6,4
1824,1,4,,232,22,6,3
1825,0,5,,283,27,6,4
1826,0,3,,313,31,10,4
1827,0,4,,242,31,10,4
1828,0,8,,290,27,6,
1829,0,3,,335,32,10,4
1830,0,9,,292,26,6,3
1831,0,4,,323,31,10,4
1832,0,5,171,297,23,6,3
