id,bad,wealth,max_unpay_day,score,age,period,education
2721,0,7,,290,24,6,
2722,1,5,,289,24,6,2
2723,0,6,,318,24,6,3
2724,0,8,,339,27,6,
2725,0,3,,379,31,10,4
2726,0,5,,338,25,10,
2727,1,6,,348,22,6,4
2728,0,6,,330,24,6,2
2729,0,6,,287,23,6,4
2730,0,5,,309,29,6,3
2731,0,4,,286,31,,3
2732,0,4,204,243,27,10,2
2733,0,4,,317,29,6,4
2734,0,4,,421,25,10,
2735,0,5,,405,26,10,2
2736,0,6,,383,29,10,
2737,0,2,,228,23,6,4
2738,0,3,,326,39,,4
2739,1,2,,299,31,6,4
2740,0,4,,287,23,10,4
2741,0,3,184,214,24,10,2
2742,1,,,0,21,6,2
2743,0,6,,218,27,6,2
2744,0,3,,321,26,6,4
2745,0,5,,283,24,10,3
2746,0,4,,300,32,6,2
2747,0,10,,206,22,6,3
2748,1,3,,340,27,10,4
2749,0,8,,280,26,10,2
2750,1,3,,307,26,10,2
2751,0,4,171,347,27,10,4
2752,0,5,,261,24,,
2753,1,3,,254,21,6,2
2754,0,5,,258,20,,2
2755,0,4,,261,34,,
2756,0,7,,426,31,6,4
2757,0,4,,310,31,4,2
2758,0,3,,347,28,6,4
2759,0,2,,342,28,6,4
2760,0,5,,351,25,6,4
2761,0,4,,316,30,4,2
2762,0,5,,316,33,10,4
2763,0,2,,270,24,6,2
2764,0,6,,338,28,10,4
2765,0,4,,335,24,6,4
2766,0,5,,334,28,10,2
2767,0,3,,298,22,6,4
2768,0,5,200,237,23,10,2
2769,0,4,,309,24,6,2
2770,0,8,,230,35,,2
2771,0,5,,306,24,10,2
2772,0,4,,331,29,6,3
2773,1,4,,224,25,10,2
2774,0,3,,287,34,6,4
2775,0,5,,377,33,,4
2776,0,6,,304,24,10,3
2777,0,9,,340,35,,4
2778,0,8,,405,23,6,5
2779,0,4,,286,31,,4
2780,1,,188,0,23,10,1
2781,0,3,,297,32,10,4
2782,0,2,193,208,31,10,4
2783,0,4,,309,25,6,4
2784,0,6,,282,25,6,4
2785,0,7,,340,32,6,4
2786,0,1,188,205,22,10,3
2787,0,7,188,248,23,10,2
2788,0,5,,318,26,6,2
2789,1,5,,328,28,6,
2790,0,3,,225,23,6,4
2791,0,5,,303,36,6,4
2792,1,2,,233,34,,4
2793,0,3,,306,27,6,4
2794,0,3,,324,26,,4
2795,0,4,,324,26,6,3
2796,0,5,,286,25,6,
2797,0,4,,280,24,6,4
2798,0,7,,390,28,6,2
2799,1,3,,274,22,6,3
2800,0,4,,342,26,10,4
2801,0,3,,354,29,6,4
2802,0,3,,298,29,,
2803,0,6,,334,25,6,
2804,0,4,,317,30,10,4
2805,0,6,,324,27,6,4
2806,0,3,,269,36,,2
2807,0,4,,369,29,4,4
2808,0,8,,324,23,,
2809,1,2,,235,30,10,2
2810,0,4,,322,31,10,5
2811,0,3,,260,25,,2
2812,0,3,,287,25,6,2
2813,0,4,,330,29,6,3
2814,0,4,,298,24,,4
2815,0,4,,340,23,6,2
2816,0,2,,294,25,6,4
2817,0,3,,302,32,,4
2818,0,3,,341,30,6,4
2819,0,3,,359,27,6,4
2820,0,6,,336,22,6,3
2821,0,6,,346,25,4,4
2822,0,3,,254,23,10,3
2823,0,3,,305,43,,4
2824,0,4,,315,22,6,4
2825,0,5,,323,32,10,4
2826,0,6,,345,31,,5
2827,0,2,,240,30,10,2
2828,0,5,,218,25,6,4
2829,0,3,,295,23,6,2
2830,0,3,,256,26,6,3
2831,0,2,,195,21,6,3
2832,0,9,,405,26,6,4
2833,0,6,,259,31,,4
2834,0,4,,0,26,10,4
2835,0,6,,284,23,10,2
2836,0,3,,366,26,6,2
2837,0,5,,371,27,6,4
2838,0,5,,335,27,6,3
2839,1,4,,284,31,6,3
2840,0,5,,229,36,4,2
2841,0,3,,326,32,6,4
2842,0,2,,278,25,10,4
2843,0,11,,471,31,8,2
2844,0,4,,234,27,,1
2845,0,10,,351,41,6,3
2846,0,1,200,205,29,10,2
2847,0,4,,279,23,6,2
2848,0,6,,302,23,6,
2849,0,10,,361,23,6,2
2850,0,2,188,226,22,6,2
2851,0,4,,353,28,6,2
2852,0,4,,323,25,10,2
2853,0,5,,295,30,6,4
2854,0,4,,283,29,,3
2855,0,6,,328,32,,2
2856,0,4,,352,29,10,4
2857,0,2,,337,26,,4
2858,0,1,200,205,24,10,3
2859,0,6,,396,29,6,5
2860,0,4,,350,28,6,4
2861,1,4,,364,26,6,3
2862,0,4,,323,23,6,2
2863,0,2,,365,30,10,4
2864,0,4,,269,23,6,
2865,0,6,,291,22,6,4
2866,0,3,,284,35,,3
2867,0,,,205,23,10,2
2868,0,5,,291,28,4,4
2869,0,5,,327,29,6,3
2870,0,4,,387,25,10,
2871,0,4,,336,32,10,4
2872,1,6,,200,22,6,2
2873,0,,,0,29,4,4
2874,0,4,,326,28,6,4
2875,0,2,,241,29,10,
2876,0,4,,337,32,6,4
2877,0,1,204,205,23,10,3
2878,0,5,,393,28,10,3
2879,0,4,,338,24,10,
2880,0,7,,295,28,,3
2881,0,7,,367,33,10,4
2882,0,8,171,355,32,10,3
2883,0,4,,300,23,6,2
2884,0,4,,288,26,6,
2885,0,3,,335,37,,5
2886,0,4,,301,35,4,2
2887,0,3,,271,33,6,4
2888,0,2,,0,25,6,2
2889,0,6,,270,25,6,4
2890,0,,204,207,26,10,2
2891,0,4,,341,34,6,3
2892,0,5,,293,29,,4
2893,0,5,,359,28,6,5
2894,0,3,,349,27,10,4
2895,0,4,,303,28,10,5
2896,0,3,,238,24,6,
2897,0,4,,279,24,10,2
2898,0,3,,270,34,4,4
2899,0,2,,196,23,6,
2900,0,2,,291,28,,
2901,0,4,,238,23,10,2
2902,0,4,,293,24,6,5
2903,0,10,171,296,33,6,2
2904,0,5,,370,26,10,4
2905,0,3,,241,24,6,4
2906,0,6,,276,24,6,3
2907,1,6,,319,29,,4
2908,0,5,,272,29,10,2
2909,0,2,,319,29,6,4
2910,0,3,,305,29,6,
2911,0,3,,333,28,6,4
2912,0,7,,253,22,6,
2913,0,7,,281,20,6,2
2914,0,4,,372,35,8,4
2915,0,3,,294,29,6,2
2916,0,4,,301,31,6,2
2917,0,5,,247,26,6,4
2918,1,2,,211,32,,3
2919,0,4,171,277,27,6,3
2920,0,7,,411,24,6,
2921,0,1,208,207,24,10,2
2922,0,4,201,242,24,10,
2923,0,7,,267,23,6,
2924,0,4,,215,23,10,
2925,0,3,,324,34,10,4
2926,0,3,,261,22,6,2
2927,0,5,,278,26,6,3
2928,0,4,,272,29,,
2929,0,3,,0,31,10,
2930,0,3,,284,35,4,4
2931,0,4,,287,32,,4
2932,0,8,,326,25,6,4
2933,0,6,,254,25,6,1
2934,0,6,,374,38,6,4
2935,1,3,193,0,23,10,2
2936,1,5,,323,27,6,4
2937,0,4,,341,32,,5
2938,0,3,,274,24,6,4
2939,1,3,,199,28,6,4
2940,0,7,,373,32,10,4
2941,0,5,171,328,24,6,
2942,0,5,,332,26,6,4
2943,0,4,,280,20,,4
2944,0,8,,317,24,6,3
2945,0,5,,336,22,6,3
2946,0,7,,368,26,10,2
2947,0,5,,345,31,6,4
2948,0,5,,300,30,6,1
2949,0,3,193,264,28,10,2
2950,0,5,,363,23,6,4
2951,0,6,,309,31,,
2952,0,5,,203,24,6,2
2953,0,4,,289,30,6,2
2954,0,2,,301,30,10,4
2955,0,2,,232,26,6,2
2956,0,6,,405,23,6,4
2957,0,3,,269,30,,4
2958,0,5,,394,30,10,4
2959,0,8,171,415,33,6,3
2960,0,5,,359,27,6,2
2961,0,5,,379,24,,4
2962,0,4,,332,27,10,4
2963,0,4,,305,33,,4
2964,0,5,,296,24,6,2
2965,1,1,,0,23,10,2
2966,0,4,,267,25,6,2
2967,0,3,,369,27,,5
2968,0,4,,325,24,10,3
2969,0,3,,284,38,,4
2970,0,1,184,205,23,10,2
2971,0,5,,326,28,6,3
2972,0,4,,390,29,,4
2973,0,2,171,283,25,6,3
2974,0,5,,291,35,6,2
2975,0,2,204,246,23,10,4
2976,0,6,,382,27,6,4
2977,0,5,,328,33,,5
2978,0,2,,233,23,4,4
2979,1,,,0,30,10,4
2980,0,5,,307,27,,
2981,0,14,,429,25,6,2
2982,0,4,,300,36,,4
2983,0,6,,283,29,6,
2984,0,4,,330,30,6,4
2985,0,3,,335,23,6,4
2986,0,5,,359,31,8,4
2987,0,4,,363,26,6,4
2988,0,,,0,30,6,4
2989,0,1,,0,23,6,3
2990,0,3,,373,28,6,4
2991,0,4,,288,27,,5
2992,0,4,,254,27,10,2
2993,0,4,,296,32,4,
2994,0,4,,327,38,,4
2995,0,3,,259,27,6,2
2996,0,2,,235,25,10,4
2997,0,11,,279,27,10,
2998,0,3,,274,24,10,4
2999,0,8,,275,26,10,4
3000,0,4,,347,26,6,3
3001,0,3,,332,25,6,5
3002,0,3,,260,36,6,4
3003,0,6,,315,28,6,4
3004,0,5,,225,41,,4
3005,0,7,,293,21,6,3
3006,0,3,,353,30,6,4
3007,0,5,,290,26,6,2
3008,0,4,,368,29,6,4
3009,0,5,,386,38,8,4
3010,1,3,,221,29,6,2
3011,0,4,,294,21,6,3
3012,0,1,,0,27,10,2
3013,0,3,,361,36,8,4
3014,0,3,,320,30,6,4
3015,0,2,,310,25,10,5
3016,0,3,,315,30,,4
3017,1,5,,251,22,6,2
3018,0,5,,357,29,,4
3019,0,5,,250,23,6,2
3020,0,4,,336,32,,4
3021,0,4,,281,27,6,4
3022,0,4,,287,22,10,2
3023,0,1,,211,24,6,
3024,0,4,,390,26,10,4
3025,0,2,,270,34,6,3
3026,0,8,,262,25,6,2
3027,0,5,,339,27,6,2
3028,0,3,,243,37,,4
3029,0,4,,346,29,6,4
3030,0,3,,311,25,6,4
3031,0,4,,252,27,6,2
3032,0,,,217,24,6,3
3033,0,3,,203,27,,4
3034,0,3,,306,34,4,4
3035,0,5,,370,38,,4
3036,0,6,,265,25,6,4
3037,0,5,,424,27,6,4
3038,0,5,,357,32,6,4
3039,0,6,,303,33,6,4
3040,0,4,,187,25,,5
3041,0,6,,294,24,10,
3042,1,4,,289,35,,4
3043,0,3,,246,23,6,3
3044,0,6,,283,23,6,2
3045,0,6,,291,27,,5
3046,0,4,,310,38,10,3
3047,0,3,,314,35,10,
3048,0,3,,241,22,6,4
3049,0,3,,294,25,6,4
3050,0,,,207,25,10,3
3051,0,6,,253,24,,2
3052,0,5,,295,24,6,2
3053,0,3,,304,39,,5
3054,0,4,,300,25,6,2
3055,0,3,,326,28,10,4
3056,0,4,,251,32,10,3
3057,0,4,,366,25,6,5
3058,0,9,,406,25,,2
3059,0,5,,341,24,6,3
3060,0,2,,265,29,,4
3061,0,7,,313,22,6,
3062,0,4,,251,30,4,5
3063,0,3,,326,30,10,4
3064,0,4,,306,27,4,4
3065,0,3,,346,23,6,2
3066,0,3,,237,23,10,3
3067,0,6,200,218,24,10,2
3068,0,5,,274,27,6,2
3069,0,8,,324,24,10,2
3070,0,5,,360,23,6,2
3071,0,3,,319,30,,4
3072,0,6,,346,36,6,4
3073,0,3,,309,30,6,4
3074,0,5,,302,26,,4
3075,0,3,,351,30,8,4
3076,0,4,,304,26,6,2
3077,0,3,,311,26,6,4
3078,0,7,,325,30,10,4
3079,0,5,,245,22,10,3
3080,0,7,,347,25,10,
3081,0,3,,335,25,6,4
3082,0,5,,353,24,6,2
3083,0,7,,299,29,14,2
3084,0,7,,316,25,10,4
3085,0,6,,335,26,6,4
3086,0,6,,284,26,6,4
3087,0,5,,260,24,,2
3088,0,7,,288,24,6,
3089,0,6,,268,23,6,
3090,0,5,,343,28,10,4
3091,0,3,,311,27,6,4
3092,0,6,,348,25,10,4
3093,0,11,,335,31,6,4
3094,0,3,,277,24,6,
3095,0,4,,297,28,10,
3096,0,6,,357,32,,4
3097,0,7,,343,24,6,4
3098,0,4,,214,25,6,
3099,0,3,,335,25,6,4
3100,0,6,,338,26,6,2
3101,0,6,,265,29,6,5
3102,0,12,,290,26,6,1
3103,0,5,,330,37,,4
3104,0,3,,338,29,10,4
3105,0,7,,339,24,6,4
3106,0,4,188,239,31,10,2
3107,0,7,184,216,25,10,2
3108,0,3,,314,28,10,4
3109,0,9,,285,27,6,4
3110,0,5,,328,24,10,3
3111,0,1,188,209,23,10,3
3112,1,2,201,258,23,10,
3113,0,6,,340,38,,5
3114,0,5,,302,23,10,4
3115,0,6,,284,25,10,2
3116,0,5,,385,34,8,4
3117,0,3,,238,43,,4
3118,0,8,,314,46,,4
3119,0,3,,274,31,,4
3120,0,7,,356,26,6,4
3121,0,7,,442,25,10,4
3122,0,3,,327,32,8,4
3123,0,5,,352,31,10,5
3124,0,4,,308,32,6,4
3125,0,3,,360,22,6,2
3126,0,6,,435,33,6,4
3127,0,3,,246,24,10,
3128,0,,188,217,22,4,2
3129,0,4,,298,22,6,2
3130,0,4,,304,41,,4
3131,0,2,208,205,22,10,4
3132,0,5,,334,34,,4
3133,0,4,,369,34,4,2
3134,0,6,,373,32,6,4
3135,0,3,,294,29,6,4
3136,0,4,,286,22,6,2
3137,0,6,,255,23,6,2
3138,0,4,,357,34,6,4
3139,0,4,,255,24,6,2
3140,0,4,171,290,30,,3
3141,0,7,184,237,22,6,2
3142,1,5,,301,27,6,4
3143,0,3,,299,25,,4
3144,0,5,,283,27,6,5
3145,0,5,,333,23,6,4
3146,0,4,,316,24,6,4
3147,0,4,,270,26,6,2
3148,1,3,,352,26,10,4
3149,0,4,,311,24,6,
3150,0,5,,253,22,6,2
3151,0,6,,364,30,6,4
3152,0,7,,202,24,6,4
3153,0,3,,313,31,6,4
3154,0,7,,363,32,,4
3155,0,4,,327,36,,3
3156,0,3,,342,43,,3
3157,0,4,,218,31,6,3
3158,0,5,,327,23,6,4
3159,0,6,,320,28,10,4
3160,0,4,,387,30,10,4
3161,0,5,,352,23,10,4
3162,0,5,,312,28,10,
3163,0,5,,365,29,6,4
3164,0,6,,361,25,4,
3165,0,,,207,31,10,2
3166,0,3,,370,30,10,4
3167,1,3,,314,24,10,3
3168,0,8,,268,26,10,1
3169,0,4,,308,25,8,4
3170,1,7,,351,24,10,4
3171,0,7,,320,29,,3
3172,0,3,,285,26,6,4
3173,1,4,,294,23,6,4
3174,0,4,,377,28,10,4
3175,0,3,,360,33,6,4
3176,0,4,,266,28,6,4
3177,0,2,,225,25,10,4
3178,0,2,,203,22,6,
3179,0,4,171,259,27,6,3
3180,1,,193,0,23,10,
3181,0,5,,294,28,4,5
3182,0,3,,284,25,6,2
3183,0,5,,300,27,,3
3184,0,4,,238,28,10,
3185,0,3,,282,29,10,4
3186,0,4,,404,35,6,
3187,0,7,,305,27,,4
3188,0,7,,427,29,6,
3189,0,3,,272,29,6,4
3190,0,5,,353,23,6,
3191,0,3,,333,26,6,4
3192,0,3,,321,28,10,4
3193,0,4,,261,23,6,1
3194,0,4,,360,27,6,
3195,0,5,,342,30,,4
3196,0,6,,322,24,10,4
3197,1,,,216,24,10,2
3198,0,6,171,239,26,6,4
3199,0,1,208,205,38,10,2
3200,0,5,,313,29,6,4
3201,0,6,,236,24,,4
3202,0,4,,245,25,6,4
3203,0,5,,369,25,6,4
3204,0,3,,326,31,,4
3205,0,5,,300,38,,4
3206,0,4,,338,25,10,4
3207,0,3,,266,29,,4
3208,0,5,,285,22,6,
3209,0,9,,341,26,6,4
3210,0,5,,358,23,6,
3211,0,2,,266,25,10,
3212,0,8,,410,25,6,2
3213,0,4,,319,22,6,
3214,1,4,,305,24,6,3
3215,0,4,,318,30,4,4
3216,0,2,,269,23,10,4
3217,0,4,,412,26,10,2
3218,0,3,,265,28,6,
3219,0,3,,336,33,6,3
3220,0,5,,344,25,6,2
3221,0,1,,205,23,10,4
3222,0,4,,309,38,4,4
3223,0,3,171,239,21,6,3
3224,0,4,,408,32,10,
3225,1,4,,291,21,4,2
3226,0,4,,222,23,6,2
3227,0,2,,316,28,6,4
3228,0,3,,305,31,8,2
3229,0,4,,267,28,4,4
3230,0,3,,394,29,10,4
3231,0,5,,217,21,6,4
3232,0,8,,320,26,10,4
3233,0,3,,232,24,10,2
3234,0,4,,338,28,,4
3235,0,7,,252,28,6,2
3236,0,5,,356,26,6,4
3237,0,5,,301,40,,4
3238,0,4,,325,31,10,4
3239,0,7,,288,30,6,4
3240,0,5,,395,27,10,4
3241,0,3,,317,29,10,4
3242,0,6,,341,29,10,
3243,0,5,,314,24,6,3
3244,0,3,171,316,35,4,
3245,0,3,,297,30,,4
3246,0,3,,286,24,6,2
3247,1,2,,281,27,6,4
3248,0,4,,292,34,,4
3249,0,4,,225,24,6,1
3250,0,8,,403,22,6,
3251,0,10,,280,23,6,2
3252,0,3,,248,39,,4
3253,0,4,,327,29,6,4
3254,0,6,,292,23,6,2
3255,0,5,,365,30,6,4
3256,0,3,,271,31,,4
3257,0,7,,290,25,6,4
3258,0,5,,313,24,10,4
3259,0,4,,258,41,8,2
3260,0,4,,396,34,10,4
3261,0,4,,276,25,6,4
3262,0,5,,299,41,4,5
3263,0,3,,365,25,6,4
3264,0,6,,256,21,6,4
3265,0,5,,273,34,10,4
3266,0,6,,228,27,6,2
3267,0,1,204,205,26,10,2
3268,0,6,,289,28,6,3
3269,0,4,,285,31,,
3270,0,6,,366,33,,4
3271,0,7,,310,24,6,
3272,0,7,,248,25,,4
3273,0,5,,319,39,,5
3274,0,5,,331,30,6,
3275,0,6,,243,23,6,2
3276,0,7,,306,31,,2
3277,0,3,,333,34,6,4
3278,0,7,,272,23,6,2
3279,0,5,,313,42,,4
3280,0,3,,325,28,10,4
3281,0,4,,246,23,6,1
3282,0,3,,238,25,4,4
3283,0,1,,217,23,10,2
3284,0,3,,324,29,10,4
3285,0,4,,382,27,6,4
3286,0,3,,345,36,4,4
3287,0,5,,263,25,6,2
3288,0,3,,365,25,6,4
3289,0,3,,286,23,6,4
3290,0,6,,322,24,10,4
3291,0,1,,200,22,6,
3292,0,5,,344,22,10,4
3293,0,4,,319,30,6,5
3294,0,5,,308,34,,2
3295,0,4,,275,27,,2
3296,0,3,,0,26,6,2
3297,0,4,,348,31,,5
3298,0,6,184,253,26,6,4
3299,0,4,,318,33,,4
3300,0,3,,321,27,6,4
3301,0,3,,325,29,6,4
3302,1,3,188,204,22,10,2
3303,0,3,,349,27,10,4
3304,0,4,188,214,24,10,2
3305,1,8,,256,39,,4
3306,0,5,,335,25,6,
3307,1,3,,241,25,6,2
3308,0,4,,298,30,6,4
3309,0,7,,310,25,6,3
3310,0,4,,273,25,6,4
3311,1,2,,264,26,6,2
3312,0,4,,289,30,6,4
3313,0,6,,295,23,6,2
3314,0,4,,297,32,,4
3315,0,4,,375,31,10,4
3316,0,5,,291,26,10,
3317,0,4,,239,24,6,4
3318,1,4,,299,26,6,2
3319,0,2,200,214,22,6,2
3320,1,3,,250,21,6,2
3321,0,4,,351,24,6,4
3322,1,4,,315,27,10,2
3323,0,5,,267,25,10,4
3324,0,,,181,20,,
3325,0,7,,358,30,10,2
3326,0,5,,376,25,6,4
3327,0,4,,244,32,,3
3328,0,5,,242,23,6,2
3329,0,3,,318,31,10,4
3330,0,5,,337,24,6,4
3331,0,5,,400,30,10,4
3332,0,6,,276,25,10,2
3333,0,4,,325,30,4,4
3334,0,4,,314,30,,2
3335,0,3,,357,23,6,4
3336,0,4,,308,22,6,2
3337,0,5,,266,26,6,3
3338,0,5,,312,30,10,4
3339,0,3,,299,25,10,3
3340,0,7,,338,29,10,4
3341,0,5,,285,25,6,2
3342,0,4,,286,43,,4
3343,0,4,,343,23,6,4
3344,0,9,,435,22,6,3
3345,0,4,,281,26,6,
3346,0,4,,338,27,10,4
3347,0,4,,355,26,6,2
3348,0,3,,361,37,8,4
3349,0,3,,306,32,,4
3350,0,3,,289,27,6,2
3351,1,,204,205,22,10,
3352,0,3,,269,30,10,3
3353,0,3,,293,25,6,2
3354,0,4,,292,24,10,4
3355,1,5,,307,30,6,4
3356,0,3,,290,26,10,4
3357,0,6,,307,23,6,2
3358,0,4,,280,34,,4
3359,0,2,,226,21,6,
3360,0,4,,317,32,6,4
3361,1,11,,259,29,4,
3362,0,4,,244,32,,4
3363,0,3,,298,32,6,4
3364,0,7,,316,27,6,4
3365,0,1,,215,26,,4
3366,0,5,,372,25,6,3
3367,0,3,,269,32,10,5
3368,0,2,,205,23,6,2
3369,0,3,,274,26,10,4
3370,0,3,,349,26,,4
3371,0,,,214,25,10,4
3372,0,3,,250,26,10,4
3373,0,4,,340,23,6,
3374,0,3,,288,45,,3
3375,0,7,,352,24,6,4
3376,0,3,,314,37,,4
3377,0,4,,237,32,10,4
3378,1,5,200,190,47,,2
3379,0,4,,309,26,10,4
3380,0,6,,326,27,10,3
3381,0,2,171,267,26,,2
3382,0,4,,314,31,4,4
3383,0,3,,305,40,4,4
3384,0,6,,371,28,10,
3385,0,5,,308,27,6,4
3386,0,5,,256,26,6,4
3387,1,3,,247,27,6,
3388,0,5,204,214,24,10,3
3389,0,2,,205,24,10,1
3390,0,2,,238,26,10,4
3391,0,5,,337,26,6,4
3392,0,4,,370,34,8,3
3393,0,7,,298,27,,2
3394,0,4,208,229,22,6,4
3395,0,4,,268,23,6,3
3396,0,3,,297,24,6,
3397,0,5,,372,29,6,3
3398,0,1,171,229,24,,2
3399,0,,,189,21,6,3
3400,0,3,,214,21,6,
3401,0,6,,324,37,,4
3402,1,4,,327,24,,
3403,0,8,,352,25,10,4
3404,0,4,,309,25,6,
3405,0,5,,357,28,10,4
3406,0,5,,0,28,6,
3407,0,3,,353,25,10,4
3408,0,1,,195,22,6,2
3409,0,4,,306,24,6,4
3410,0,5,,360,32,10,4
3411,0,6,,277,31,,5
3412,0,5,,269,28,6,4
3413,0,5,,377,33,10,
3414,0,4,,371,35,6,5
3415,0,5,,380,28,6,
3416,0,5,,325,26,10,4
3417,0,3,,299,33,,4
3418,0,5,,342,35,6,4
3419,0,2,,236,21,6,2
3420,0,5,,443,24,6,5
3421,0,4,,369,31,6,4
3422,0,4,,294,43,,4
3423,0,6,,368,27,6,3
3424,0,5,,337,24,6,
3425,0,6,,282,30,6,2
3426,0,4,,335,30,6,4
3427,0,3,,385,31,10,4
3428,0,7,,300,25,10,
3429,0,6,,228,24,6,2
3430,0,7,,321,26,6,4
3431,0,5,,328,31,6,4
3432,0,2,,303,29,10,4
3433,0,5,,360,29,6,4
3434,0,4,,378,29,10,4
3435,0,4,,262,24,10,
3436,0,3,,335,31,6,4
3437,0,,,0,34,6,5
3438,0,4,,322,31,6,4
3439,0,4,,224,23,10,
3440,0,3,,278,41,,4
3441,0,7,,306,26,6,4
3442,0,6,,327,24,10,
3443,0,4,,364,23,6,4
3444,0,5,,284,23,6,
3445,0,5,,284,28,,4
3446,0,2,,193,21,6,3
3447,0,6,,340,26,10,4
3448,0,4,,336,28,,3
3449,0,6,,275,25,6,3
3450,0,4,200,241,25,10,3
3451,0,2,,226,25,10,4
3452,0,4,,278,28,4,4
3453,0,4,,366,26,6,4
3454,0,4,,347,26,10,2
3455,0,3,,288,36,6,4
3456,0,3,,234,26,6,
3457,0,3,,316,27,,5
3458,0,4,,418,28,10,4
3459,0,3,,312,37,,4
3460,0,4,184,205,23,10,3
3461,0,7,,316,22,6,2
3462,0,7,,349,28,6,
3463,0,4,,404,26,6,4
3464,0,4,,363,34,,4
3465,0,5,208,226,21,6,
3466,0,4,,290,34,,5
3467,0,10,,379,24,6,
3468,0,4,,237,25,10,2
3469,0,5,,263,25,10,2
3470,0,4,,286,34,,5
3471,0,3,,326,28,6,2
3472,0,4,208,226,27,10,
3473,0,1,,208,25,10,4
3474,0,6,,274,36,,
3475,0,2,,270,32,4,
3476,0,7,,383,23,6,4
3477,0,4,,357,28,6,4
3478,0,4,,406,28,10,4
3479,0,9,,334,31,6,2
3480,0,3,,316,25,6,4
3481,0,5,,276,25,6,
3482,0,6,,358,22,6,3
3483,0,4,,326,32,8,4
3484,0,3,171,264,27,6,3
3485,0,5,,284,30,6,4
3486,0,4,,319,30,6,3
3487,0,4,,402,28,10,5
3488,0,5,,210,23,6,1
3489,0,1,,221,22,6,4
3490,0,4,,252,26,6,4
3491,0,5,,241,33,6,4
3492,0,3,,255,32,,4
3493,0,5,208,246,22,6,4
3494,0,3,,357,32,10,4
3495,0,3,,272,44,,
3496,0,2,171,231,23,6,3
3497,0,6,,330,29,6,4
3498,0,3,,285,31,10,4
3499,0,3,,264,30,6,2
3500,1,4,,333,27,10,4
3501,0,3,,315,27,10,4
3502,0,3,,340,41,4,3
3503,0,2,204,208,23,10,3
3504,0,6,,317,26,10,4
3505,0,4,,370,33,10,4
3506,0,2,,274,32,6,4
3507,0,10,,399,25,6,4
3508,0,5,,373,28,10,4
3509,0,4,,323,28,6,5
3510,0,5,,324,24,6,4
3511,1,6,,283,24,10,2
3512,0,4,,249,27,6,
3513,0,3,,293,32,10,
3514,0,3,,249,44,,4
3515,0,5,,357,26,,2
3516,0,4,171,307,24,6,3
3517,0,5,,308,31,,
3518,0,4,,258,27,6,4
3519,0,6,,199,26,6,
3520,0,5,,256,29,10,4
3521,0,3,,341,28,10,4
3522,1,2,,0,24,10,2
3523,0,4,,343,25,6,4
3524,0,3,,283,28,,5
3525,0,4,,306,29,6,4
3526,0,5,,293,33,,1
3527,0,4,,377,33,10,4
3528,0,7,,347,25,10,4
3529,0,4,,301,34,,4
3530,0,4,,298,29,6,4
3531,0,3,,283,25,10,4
3532,0,4,,350,26,10,4
3533,0,2,,195,21,6,
3534,0,,,199,25,6,5
3535,0,5,,342,27,4,
3536,0,2,,229,23,10,2
3537,0,6,,414,33,6,4
3538,1,,,213,24,10,2
3539,0,5,,237,26,10,4
3540,0,4,,318,26,,4
3541,0,2,,258,25,10,4
3542,0,7,,401,29,6,3
3543,0,5,,333,32,10,3
3544,0,4,,316,22,6,4
3545,0,9,,342,39,4,4
3546,0,3,,222,32,6,
3547,0,6,,402,32,10,4
3548,0,3,,306,28,6,4
3549,0,4,184,238,22,10,3
3550,0,6,,224,31,10,4
3551,0,4,,263,45,,4
3552,0,6,,303,29,8,4
3553,0,5,,246,23,6,
3554,0,10,,265,22,6,3
3555,0,3,,306,27,10,4
3556,0,3,,284,22,6,2
3557,0,3,,240,21,6,
3558,0,4,,223,25,6,4
3559,0,3,,306,29,4,4
3560,0,3,,256,23,6,2
3561,0,6,,368,42,,4
3562,0,5,,315,31,6,4
3563,0,3,,273,24,10,4
3564,0,3,,335,35,6,4
3565,0,4,,237,30,6,3
3566,0,6,,366,33,6,3
3567,0,3,,316,26,6,3
3568,0,5,,331,22,6,2
3569,0,4,,269,32,,4
3570,0,7,,254,24,6,4
3571,0,6,,357,24,6,2
3572,0,5,204,242,28,10,2
3573,0,4,,272,37,6,4
3574,0,4,,334,23,,
3575,1,6,,251,23,6,4
3576,0,4,,289,23,6,4
3577,0,7,,268,27,10,2
3578,0,6,,374,28,6,3
3579,0,5,,327,23,6,2
3580,0,5,,215,23,6,3
3581,0,3,,231,25,6,2
3582,0,2,,300,24,10,4
3583,1,4,,259,23,10,4
3584,0,4,171,250,28,6,3
3585,0,6,,272,33,10,4
3586,0,3,,303,34,6,3
3587,0,3,,311,33,6,4
3588,0,4,,273,38,,4
3589,0,5,,294,27,10,4
3590,0,7,,465,26,6,
3591,0,3,,296,30,,4
3592,0,3,,283,30,,4
3593,0,3,,300,26,6,4
3594,0,4,,356,24,4,4
3595,0,5,,396,30,10,3
3596,0,6,,314,25,6,
3597,1,5,,275,25,6,
3598,0,3,,275,30,10,4
3599,1,5,,278,24,,
3600,0,2,,248,24,10,2
3601,0,3,,279,26,6,
3602,0,5,,296,33,,5
3603,0,2,,323,29,6,4
3604,0,5,,298,22,6,2
3605,0,4,,245,30,,2
3606,0,3,,220,26,6,3
3607,0,5,,243,23,6,
